,AREA_NAME,CRIME_GROUP,YEAR,Arrests,Reports,Population,SqMile,Arrests_Per_SqMile,Arrests_Per_10k_Pop,Reports_Per_SqMile,Reports_Per_10k_Pop
3079,NORTH HOLLYWOOD,Disorderly Conduct,2015,133,0.0,220000,25.0,5.32,6.05,0.0,0.0
3080,NORTH HOLLYWOOD,Disorderly Conduct,2016,67,0.0,220000,25.0,2.68,3.05,0.0,0.0
3081,NORTH HOLLYWOOD,Disorderly Conduct,2017,49,0.0,220000,25.0,1.96,2.23,0.0,0.0
3082,NORTH HOLLYWOOD,Disorderly Conduct,2018,70,0.0,220000,25.0,2.8,3.18,0.0,0.0
3083,NORTH HOLLYWOOD,Disorderly Conduct,2019,30,0.0,220000,25.0,1.2,1.36,0.0,0.0
3084,NORTH HOLLYWOOD,Disorderly Conduct,2020,8,0.0,220000,25.0,0.32,0.36,0.0,0.0
3085,NORTH HOLLYWOOD,Disorderly Conduct,2021,14,0.0,220000,25.0,0.56,0.64,0.0,0.0
3086,NORTH HOLLYWOOD,Disorderly Conduct,2022,13,0.0,220000,25.0,0.52,0.59,0.0,0.0
3087,NORTH HOLLYWOOD,Disorderly Conduct,2023,5,0.0,220000,25.0,0.2,0.23,0.0,0.0
3088,NORTH HOLLYWOOD,Disturbing the Peace,2010,23,24.0,220000,25.0,0.92,1.05,0.96,1.09
3089,NORTH HOLLYWOOD,Disturbing the Peace,2011,32,23.0,220000,25.0,1.28,1.45,0.92,1.05
3090,NORTH HOLLYWOOD,Disturbing the Peace,2012,49,31.0,220000,25.0,1.96,2.23,1.24,1.41
3091,NORTH HOLLYWOOD,Disturbing the Peace,2013,22,26.0,220000,25.0,0.88,1.0,1.04,1.18
3092,NORTH HOLLYWOOD,Disturbing the Peace,2014,25,22.0,220000,25.0,1.0,1.14,0.88,1.0
3093,NORTH HOLLYWOOD,Disturbing the Peace,2015,11,28.0,220000,25.0,0.44,0.5,1.12,1.27
3094,NORTH HOLLYWOOD,Disturbing the Peace,2016,12,21.0,220000,25.0,0.48,0.55,0.84,0.95
3095,NORTH HOLLYWOOD,Disturbing the Peace,2017,3,26.0,220000,25.0,0.12,0.14,1.04,1.18
3096,NORTH HOLLYWOOD,Disturbing the Peace,2018,6,29.0,220000,25.0,0.24,0.27,1.16,1.32
3097,NORTH HOLLYWOOD,Disturbing the Peace,2019,6,26.0,220000,25.0,0.24,0.27,1.04,1.18
3098,NORTH HOLLYWOOD,Disturbing the Peace,2020,1,32.0,220000,25.0,0.04,0.05,1.28,1.45
3099,NORTH HOLLYWOOD,Disturbing the Peace,2022,1,29.0,220000,25.0,0.04,0.05,1.16,1.32
3100,NORTH HOLLYWOOD,Driving Under Influence,2010,1690,0.0,220000,25.0,67.6,76.82,0.0,0.0
3101,NORTH HOLLYWOOD,Driving Under Influence,2011,1623,0.0,220000,25.0,64.92,73.77,0.0,0.0
3102,NORTH HOLLYWOOD,Driving Under Influence,2012,1685,0.0,220000,25.0,67.4,76.59,0.0,0.0
3103,NORTH HOLLYWOOD,Driving Under Influence,2013,1813,0.0,220000,25.0,72.52,82.41,0.0,0.0
3104,NORTH HOLLYWOOD,Driving Under Influence,2014,1717,0.0,220000,25.0,68.68,78.05,0.0,0.0
3105,NORTH HOLLYWOOD,Driving Under Influence,2015,1088,0.0,220000,25.0,43.52,49.45,0.0,0.0
3106,NORTH HOLLYWOOD,Driving Under Influence,2016,765,0.0,220000,25.0,30.6,34.77,0.0,0.0
3107,NORTH HOLLYWOOD,Driving Under Influence,2017,650,0.0,220000,25.0,26.0,29.55,0.0,0.0
3108,NORTH HOLLYWOOD,Driving Under Influence,2018,635,0.0,220000,25.0,25.4,28.86,0.0,0.0
3109,NORTH HOLLYWOOD,Driving Under Influence,2019,668,0.0,220000,25.0,26.72,30.36,0.0,0.0
3110,NORTH HOLLYWOOD,Driving Under Influence,2020,357,0.0,220000,25.0,14.28,16.23,0.0,0.0
3111,NORTH HOLLYWOOD,Driving Under Influence,2021,300,0.0,220000,25.0,12.0,13.64,0.0,0.0
3112,NORTH HOLLYWOOD,Driving Under Influence,2022,272,0.0,220000,25.0,10.88,12.36,0.0,0.0
3113,NORTH HOLLYWOOD,Driving Under Influence,2023,215,0.0,220000,25.0,8.6,9.77,0.0,0.0
3114,NORTH HOLLYWOOD,Drunkeness,2010,491,0.0,220000,25.0,19.64,22.32,0.0,0.0
3115,NORTH HOLLYWOOD,Drunkeness,2011,304,0.0,220000,25.0,12.16,13.82,0.0,0.0
3116,NORTH HOLLYWOOD,Drunkeness,2012,416,0.0,220000,25.0,16.64,18.91,0.0,0.0
3117,NORTH HOLLYWOOD,Drunkeness,2013,501,0.0,220000,25.0,20.04,22.77,0.0,0.0
3118,NORTH HOLLYWOOD,Drunkeness,2014,587,0.0,220000,25.0,23.48,26.68,0.0,0.0
3119,NORTH HOLLYWOOD,Drunkeness,2015,444,0.0,220000,25.0,17.76,20.18,0.0,0.0
3120,NORTH HOLLYWOOD,Drunkeness,2016,229,0.0,220000,25.0,9.16,10.41,0.0,0.0
3121,NORTH HOLLYWOOD,Drunkeness,2017,110,0.0,220000,25.0,4.4,5.0,0.0,0.0
3122,NORTH HOLLYWOOD,Drunkeness,2018,60,0.0,220000,25.0,2.4,2.73,0.0,0.0
3123,NORTH HOLLYWOOD,Drunkeness,2019,43,0.0,220000,25.0,1.72,1.95,0.0,0.0
3124,NORTH HOLLYWOOD,Drunkeness,2020,15,0.0,220000,25.0,0.6,0.68,0.0,0.0
3125,NORTH HOLLYWOOD,Drunkeness,2021,28,0.0,220000,25.0,1.12,1.27,0.0,0.0
3126,NORTH HOLLYWOOD,Drunkeness,2022,35,0.0,220000,25.0,1.4,1.59,0.0,0.0
3127,NORTH HOLLYWOOD,Drunkeness,2023,3,0.0,220000,25.0,0.12,0.14,0.0,0.0
3128,NORTH HOLLYWOOD,Federal Offenses,2010,3,141.0,220000,25.0,0.12,0.14,5.64,6.41
3129,NORTH HOLLYWOOD,Federal Offenses,2011,2,113.0,220000,25.0,0.08,0.09,4.52,5.14
3130,NORTH HOLLYWOOD,Federal Offenses,2012,2,139.0,220000,25.0,0.08,0.09,5.56,6.32
3131,NORTH HOLLYWOOD,Federal Offenses,2014,2,183.0,220000,25.0,0.08,0.09,7.32,8.32
3132,NORTH HOLLYWOOD,Federal Offenses,2016,2,197.0,220000,25.0,0.08,0.09,7.88,8.95
3133,NORTH HOLLYWOOD,Federal Offenses,2018,1,119.0,220000,25.0,0.04,0.05,4.76,5.41
3134,NORTH HOLLYWOOD,Federal Offenses,2020,1,28.0,220000,25.0,0.04,0.05,1.12,1.27
3135,NORTH HOLLYWOOD,Federal Offenses,2021,1,38.0,220000,25.0,0.04,0.05,1.52,1.73
3136,NORTH HOLLYWOOD,Federal Offenses,2022,3,53.0,220000,25.0,0.12,0.14,2.12,2.41
3137,NORTH HOLLYWOOD,Forgery/Counterfeit,2010,47,5.0,220000,25.0,1.88,2.14,0.2,0.23
3138,NORTH HOLLYWOOD,Forgery/Counterfeit,2011,40,4.0,220000,25.0,1.6,1.82,0.16,0.18
3139,NORTH HOLLYWOOD,Forgery/Counterfeit,2012,51,9.0,220000,25.0,2.04,2.32,0.36,0.41
3140,NORTH HOLLYWOOD,Forgery/Counterfeit,2013,45,6.0,220000,25.0,1.8,2.05,0.24,0.27
3141,NORTH HOLLYWOOD,Forgery/Counterfeit,2014,40,7.0,220000,25.0,1.6,1.82,0.28,0.32
3142,NORTH HOLLYWOOD,Forgery/Counterfeit,2015,49,6.0,220000,25.0,1.96,2.23,0.24,0.27
3143,NORTH HOLLYWOOD,Forgery/Counterfeit,2016,35,3.0,220000,25.0,1.4,1.59,0.12,0.14
3144,NORTH HOLLYWOOD,Forgery/Counterfeit,2017,14,2.0,220000,25.0,0.56,0.64,0.08,0.09
3145,NORTH HOLLYWOOD,Forgery/Counterfeit,2018,19,2.0,220000,25.0,0.76,0.86,0.08,0.09
3146,NORTH HOLLYWOOD,Forgery/Counterfeit,2019,15,1.0,220000,25.0,0.6,0.68,0.04,0.05
3147,NORTH HOLLYWOOD,Forgery/Counterfeit,2020,8,2.0,220000,25.0,0.32,0.36,0.08,0.09
3148,NORTH HOLLYWOOD,Forgery/Counterfeit,2021,8,2.0,220000,25.0,0.32,0.36,0.08,0.09
3149,NORTH HOLLYWOOD,Forgery/Counterfeit,2022,6,1.0,220000,25.0,0.24,0.27,0.04,0.05
3150,NORTH HOLLYWOOD,Forgery/Counterfeit,2023,1,0.0,220000,25.0,0.04,0.05,0.0,0.0
3151,NORTH HOLLYWOOD,Fraud/Embezzlement,2010,915,1032.0,220000,25.0,36.6,41.59,41.28,46.91
3152,NORTH HOLLYWOOD,Fraud/Embezzlement,2011,104,1004.0,220000,25.0,4.16,4.73,40.16,45.64
3153,NORTH HOLLYWOOD,Fraud/Embezzlement,2012,345,1147.0,220000,25.0,13.8,15.68,45.88,52.14
3154,NORTH HOLLYWOOD,Fraud/Embezzlement,2013,103,1090.0,220000,25.0,4.12,4.68,43.6,49.55
3155,NORTH HOLLYWOOD,Fraud/Embezzlement,2014,68,1036.0,220000,25.0,2.72,3.09,41.44,47.09
3156,NORTH HOLLYWOOD,Fraud/Embezzlement,2015,68,1453.0,220000,25.0,2.72,3.09,58.12,66.05
3157,NORTH HOLLYWOOD,Fraud/Embezzlement,2016,47,1308.0,220000,25.0,1.88,2.14,52.32,59.45
3158,NORTH HOLLYWOOD,Fraud/Embezzlement,2017,56,1208.0,220000,25.0,2.24,2.55,48.32,54.91
3159,NORTH HOLLYWOOD,Fraud/Embezzlement,2018,59,1053.0,220000,25.0,2.36,2.68,42.12,47.86
3160,NORTH HOLLYWOOD,Fraud/Embezzlement,2019,71,793.0,220000,25.0,2.84,3.23,31.72,36.05
3161,NORTH HOLLYWOOD,Fraud/Embezzlement,2020,47,756.0,220000,25.0,1.88,2.14,30.24,34.36
3162,NORTH HOLLYWOOD,Fraud/Embezzlement,2021,38,812.0,220000,25.0,1.52,1.73,32.48,36.91
3163,NORTH HOLLYWOOD,Fraud/Embezzlement,2022,28,1213.0,220000,25.0,1.12,1.27,48.52,55.14
3164,NORTH HOLLYWOOD,Fraud/Embezzlement,2023,10,464.0,220000,25.0,0.4,0.45,18.56,21.09
3165,NORTH HOLLYWOOD,Gambling,2010,26,0.0,220000,25.0,1.04,1.18,0.0,0.0
3166,NORTH HOLLYWOOD,Gambling,2011,20,0.0,220000,25.0,0.8,0.91,0.0,0.0
3167,NORTH HOLLYWOOD,Gambling,2013,6,0.0,220000,25.0,0.24,0.27,0.0,0.0
3168,NORTH HOLLYWOOD,Gambling,2014,2,0.0,220000,25.0,0.08,0.09,0.0,0.0
3169,NORTH HOLLYWOOD,Gambling,2015,2,0.0,220000,25.0,0.08,0.09,0.0,0.0
3170,NORTH HOLLYWOOD,Gambling,2016,24,0.0,220000,25.0,0.96,1.09,0.0,0.0
3171,NORTH HOLLYWOOD,Gambling,2017,36,0.0,220000,25.0,1.44,1.64,0.0,0.0
3172,NORTH HOLLYWOOD,Gambling,2018,2,0.0,220000,25.0,0.08,0.09,0.0,0.0
3173,NORTH HOLLYWOOD,Gambling,2019,1,0.0,220000,25.0,0.04,0.05,0.0,0.0
3174,NORTH HOLLYWOOD,Gambling,2021,10,0.0,220000,25.0,0.4,0.45,0.0,0.0
3175,NORTH HOLLYWOOD,Gambling,2022,4,0.0,220000,25.0,0.16,0.18,0.0,0.0
3176,NORTH HOLLYWOOD,Homicide,2010,13,13.0,220000,25.0,0.52,0.59,0.52,0.59
3177,NORTH HOLLYWOOD,Homicide,2011,8,7.0,220000,25.0,0.32,0.36,0.28,0.32
3178,NORTH HOLLYWOOD,Homicide,2012,7,9.0,220000,25.0,0.28,0.32,0.36,0.41
3179,NORTH HOLLYWOOD,Homicide,2013,6,2.0,220000,25.0,0.24,0.27,0.08,0.09
3180,NORTH HOLLYWOOD,Homicide,2014,5,7.0,220000,25.0,0.2,0.23,0.28,0.32
3181,NORTH HOLLYWOOD,Homicide,2015,4,7.0,220000,25.0,0.16,0.18,0.28,0.32
3182,NORTH HOLLYWOOD,Homicide,2016,11,12.0,220000,25.0,0.44,0.5,0.48,0.55
3183,NORTH HOLLYWOOD,Homicide,2017,7,7.0,220000,25.0,0.28,0.32,0.28,0.32
3184,NORTH HOLLYWOOD,Homicide,2018,3,9.0,220000,25.0,0.12,0.14,0.36,0.41
3185,NORTH HOLLYWOOD,Homicide,2019,7,10.0,220000,25.0,0.28,0.32,0.4,0.45
3186,NORTH HOLLYWOOD,Homicide,2020,7,11.0,220000,25.0,0.28,0.32,0.44,0.5
3187,NORTH HOLLYWOOD,Homicide,2021,7,9.0,220000,25.0,0.28,0.32,0.36,0.41
3188,NORTH HOLLYWOOD,Homicide,2022,8,13.0,220000,25.0,0.32,0.36,0.52,0.59
3189,NORTH HOLLYWOOD,Homicide,2023,5,7.0,220000,25.0,0.2,0.23,0.28,0.32
3190,NORTH HOLLYWOOD,Larceny,2010,383,3696.0,220000,25.0,15.32,17.41,147.84,168.0
3191,NORTH HOLLYWOOD,Larceny,2011,475,3406.0,220000,25.0,19.0,21.59,136.24,154.82
3192,NORTH HOLLYWOOD,Larceny,2012,443,3727.0,220000,25.0,17.72,20.14,149.08,169.41
3193,NORTH HOLLYWOOD,Larceny,2013,435,3958.0,220000,25.0,17.4,19.77,158.32,179.91
3194,NORTH HOLLYWOOD,Larceny,2014,376,3583.0,220000,25.0,15.04,17.09,143.32,162.86
3195,NORTH HOLLYWOOD,Larceny,2015,414,3937.0,220000,25.0,16.56,18.82,157.48,178.95
3196,NORTH HOLLYWOOD,Larceny,2016,465,4074.0,220000,25.0,18.6,21.14,162.96,185.18
3197,NORTH HOLLYWOOD,Larceny,2017,314,4085.0,220000,25.0,12.56,14.27,163.4,185.68
3198,NORTH HOLLYWOOD,Larceny,2018,281,4119.0,220000,25.0,11.24,12.77,164.76,187.23
3199,NORTH HOLLYWOOD,Larceny,2019,251,3754.0,220000,25.0,10.04,11.41,150.16,170.64
3200,NORTH HOLLYWOOD,Larceny,2020,112,3093.0,220000,25.0,4.48,5.09,123.72,140.59
3201,NORTH HOLLYWOOD,Larceny,2021,81,3490.0,220000,25.0,3.24,3.68,139.6,158.64
3202,NORTH HOLLYWOOD,Larceny,2022,71,3222.0,220000,25.0,2.84,3.23,128.88,146.45
3203,NORTH HOLLYWOOD,Larceny,2023,85,1889.0,220000,25.0,3.4,3.86,75.56,85.86
3204,NORTH HOLLYWOOD,Liquor Laws,2010,169,0.0,220000,25.0,6.76,7.68,0.0,0.0
3205,NORTH HOLLYWOOD,Liquor Laws,2011,218,0.0,220000,25.0,8.72,9.91,0.0,0.0
3206,NORTH HOLLYWOOD,Liquor Laws,2012,329,0.0,220000,25.0,13.16,14.95,0.0,0.0
3207,NORTH HOLLYWOOD,Liquor Laws,2013,308,0.0,220000,25.0,12.32,14.0,0.0,0.0
3208,NORTH HOLLYWOOD,Liquor Laws,2014,265,0.0,220000,25.0,10.6,12.05,0.0,0.0
3209,NORTH HOLLYWOOD,Liquor Laws,2015,155,0.0,220000,25.0,6.2,7.05,0.0,0.0
3210,NORTH HOLLYWOOD,Liquor Laws,2016,126,0.0,220000,25.0,5.04,5.73,0.0,0.0
3211,NORTH HOLLYWOOD,Liquor Laws,2017,69,0.0,220000,25.0,2.76,3.14,0.0,0.0
3212,NORTH HOLLYWOOD,Liquor Laws,2018,85,0.0,220000,25.0,3.4,3.86,0.0,0.0
3213,NORTH HOLLYWOOD,Liquor Laws,2019,18,0.0,220000,25.0,0.72,0.82,0.0,0.0
3214,NORTH HOLLYWOOD,Liquor Laws,2020,5,0.0,220000,25.0,0.2,0.23,0.0,0.0
3215,NORTH HOLLYWOOD,Liquor Laws,2021,12,0.0,220000,25.0,0.48,0.55,0.0,0.0
3216,NORTH HOLLYWOOD,Liquor Laws,2022,30,0.0,220000,25.0,1.2,1.36,0.0,0.0
3217,NORTH HOLLYWOOD,Liquor Laws,2023,2,0.0,220000,25.0,0.08,0.09,0.0,0.0
3218,NORTH HOLLYWOOD,Miscellaneous Other Violations,2010,1312,1866.0,220000,25.0,52.48,59.64,74.64,84.82
3219,NORTH HOLLYWOOD,Miscellaneous Other Violations,2011,1335,1848.0,220000,25.0,53.4,60.68,73.92,84.0
3220,NORTH HOLLYWOOD,Miscellaneous Other Violations,2012,1272,1950.0,220000,25.0,50.88,57.82,78.0,88.64
3221,NORTH HOLLYWOOD,Miscellaneous Other Violations,2013,1398,1871.0,220000,25.0,55.92,63.55,74.84,85.05
3222,NORTH HOLLYWOOD,Miscellaneous Other Violations,2014,1219,1851.0,220000,25.0,48.76,55.41,74.04,84.14
3223,NORTH HOLLYWOOD,Miscellaneous Other Violations,2015,1315,1877.0,220000,25.0,52.6,59.77,75.08,85.32
3224,NORTH HOLLYWOOD,Miscellaneous Other Violations,2016,1162,1911.0,220000,25.0,46.48,52.82,76.44,86.86
3225,NORTH HOLLYWOOD,Miscellaneous Other Violations,2017,893,2068.0,220000,25.0,35.72,40.59,82.72,94.0
3226,NORTH HOLLYWOOD,Miscellaneous Other Violations,2018,824,1969.0,220000,25.0,32.96,37.45,78.76,89.5
3227,NORTH HOLLYWOOD,Miscellaneous Other Violations,2019,755,1889.0,220000,25.0,30.2,34.32,75.56,85.86
3228,NORTH HOLLYWOOD,Miscellaneous Other Violations,2020,595,1744.0,220000,25.0,23.8,27.05,69.76,79.27
3229,NORTH HOLLYWOOD,Miscellaneous Other Violations,2021,447,1745.0,220000,25.0,17.88,20.32,69.8,79.32
3230,NORTH HOLLYWOOD,Miscellaneous Other Violations,2022,446,1747.0,220000,25.0,17.84,20.27,69.88,79.41
3231,NORTH HOLLYWOOD,Miscellaneous Other Violations,2023,265,1003.0,220000,25.0,10.6,12.05,40.12,45.59
3232,NORTH HOLLYWOOD,Moving Traffic Violations,2010,358,0.0,220000,25.0,14.32,16.27,0.0,0.0
3233,NORTH HOLLYWOOD,Moving Traffic Violations,2011,350,1.0,220000,25.0,14.0,15.91,0.04,0.05
3234,NORTH HOLLYWOOD,Moving Traffic Violations,2012,370,0.0,220000,25.0,14.8,16.82,0.0,0.0
3235,NORTH HOLLYWOOD,Moving Traffic Violations,2013,369,0.0,220000,25.0,14.76,16.77,0.0,0.0
3236,NORTH HOLLYWOOD,Moving Traffic Violations,2014,319,0.0,220000,25.0,12.76,14.5,0.0,0.0
3237,NORTH HOLLYWOOD,Moving Traffic Violations,2015,244,1.0,220000,25.0,9.76,11.09,0.04,0.05
3238,NORTH HOLLYWOOD,Moving Traffic Violations,2016,145,1.0,220000,25.0,5.8,6.59,0.04,0.05
3239,NORTH HOLLYWOOD,Moving Traffic Violations,2017,132,0.0,220000,25.0,5.28,6.0,0.0,0.0
3240,NORTH HOLLYWOOD,Moving Traffic Violations,2018,144,2.0,220000,25.0,5.76,6.55,0.08,0.09
3241,NORTH HOLLYWOOD,Moving Traffic Violations,2019,120,2.0,220000,25.0,4.8,5.45,0.08,0.09
3242,NORTH HOLLYWOOD,Moving Traffic Violations,2020,57,1.0,220000,25.0,2.28,2.59,0.04,0.05
3243,NORTH HOLLYWOOD,Moving Traffic Violations,2021,44,6.0,220000,25.0,1.76,2.0,0.24,0.27
3244,NORTH HOLLYWOOD,Moving Traffic Violations,2022,40,1.0,220000,25.0,1.6,1.82,0.04,0.05
3245,NORTH HOLLYWOOD,Moving Traffic Violations,2023,22,0.0,220000,25.0,0.88,1.0,0.0,0.0
3246,NORTH HOLLYWOOD,Narcotic Drug Laws,2010,875,0.0,220000,25.0,35.0,39.77,0.0,0.0
3247,NORTH HOLLYWOOD,Narcotic Drug Laws,2011,941,0.0,220000,25.0,37.64,42.77,0.0,0.0
3248,NORTH HOLLYWOOD,Narcotic Drug Laws,2012,966,0.0,220000,25.0,38.64,43.91,0.0,0.0
3249,NORTH HOLLYWOOD,Narcotic Drug Laws,2013,1153,0.0,220000,25.0,46.12,52.41,0.0,0.0
3250,NORTH HOLLYWOOD,Narcotic Drug Laws,2014,1147,0.0,220000,25.0,45.88,52.14,0.0,0.0
3251,NORTH HOLLYWOOD,Narcotic Drug Laws,2015,656,3.0,220000,25.0,26.24,29.82,0.12,0.14
3252,NORTH HOLLYWOOD,Narcotic Drug Laws,2016,442,0.0,220000,25.0,17.68,20.09,0.0,0.0
3253,NORTH HOLLYWOOD,Narcotic Drug Laws,2017,414,0.0,220000,25.0,16.56,18.82,0.0,0.0
3254,NORTH HOLLYWOOD,Narcotic Drug Laws,2018,529,0.0,220000,25.0,21.16,24.05,0.0,0.0
3255,NORTH HOLLYWOOD,Narcotic Drug Laws,2019,485,0.0,220000,25.0,19.4,22.05,0.0,0.0
3256,NORTH HOLLYWOOD,Narcotic Drug Laws,2020,211,0.0,220000,25.0,8.44,9.59,0.0,0.0
3257,NORTH HOLLYWOOD,Narcotic Drug Laws,2021,165,1.0,220000,25.0,6.6,7.5,0.04,0.05
3258,NORTH HOLLYWOOD,Narcotic Drug Laws,2022,145,0.0,220000,25.0,5.8,6.59,0.0,0.0
3259,NORTH HOLLYWOOD,Narcotic Drug Laws,2023,94,0.0,220000,25.0,3.76,4.27,0.0,0.0
3260,NORTH HOLLYWOOD,Non-Criminal Detention,2010,45,0.0,220000,25.0,1.8,2.05,0.0,0.0
3261,NORTH HOLLYWOOD,Non-Criminal Detention,2011,41,0.0,220000,25.0,1.64,1.86,0.0,0.0
3262,NORTH HOLLYWOOD,Non-Criminal Detention,2012,46,0.0,220000,25.0,1.84,2.09,0.0,0.0
3263,NORTH HOLLYWOOD,Non-Criminal Detention,2013,23,0.0,220000,25.0,0.92,1.05,0.0,0.0
3264,NORTH HOLLYWOOD,Non-Criminal Detention,2014,20,0.0,220000,25.0,0.8,0.91,0.0,0.0
3265,NORTH HOLLYWOOD,Non-Criminal Detention,2015,21,0.0,220000,25.0,0.84,0.95,0.0,0.0
3266,NORTH HOLLYWOOD,Non-Criminal Detention,2016,5,0.0,220000,25.0,0.2,0.23,0.0,0.0
3267,NORTH HOLLYWOOD,Non-Criminal Detention,2017,9,0.0,220000,25.0,0.36,0.41,0.0,0.0
3268,NORTH HOLLYWOOD,Non-Criminal Detention,2018,6,0.0,220000,25.0,0.24,0.27,0.0,0.0
3269,NORTH HOLLYWOOD,Non-Criminal Detention,2019,4,0.0,220000,25.0,0.16,0.18,0.0,0.0
3270,NORTH HOLLYWOOD,Non-Criminal Detention,2020,5,0.0,220000,25.0,0.2,0.23,0.0,0.0
3271,NORTH HOLLYWOOD,Non-Criminal Detention,2021,10,0.0,220000,25.0,0.4,0.45,0.0,0.0
3272,NORTH HOLLYWOOD,Non-Criminal Detention,2022,6,0.0,220000,25.0,0.24,0.27,0.0,0.0
3273,NORTH HOLLYWOOD,Non-Criminal Detention,2023,6,0.0,220000,25.0,0.24,0.27,0.0,0.0
3274,NORTH HOLLYWOOD,Other Assaults,2010,224,1464.0,220000,25.0,8.96,10.18,58.56,66.55
3275,NORTH HOLLYWOOD,Other Assaults,2011,223,1383.0,220000,25.0,8.92,10.14,55.32,62.86
3276,NORTH HOLLYWOOD,Other Assaults,2012,260,1502.0,220000,25.0,10.4,11.82,60.08,68.27
3277,NORTH HOLLYWOOD,Other Assaults,2013,233,1327.0,220000,25.0,9.32,10.59,53.08,60.32
3278,NORTH HOLLYWOOD,Other Assaults,2014,227,1274.0,220000,25.0,9.08,10.32,50.96,57.91
3279,NORTH HOLLYWOOD,Other Assaults,2015,284,1396.0,220000,25.0,11.36,12.91,55.84,63.45
3280,NORTH HOLLYWOOD,Other Assaults,2016,266,1383.0,220000,25.0,10.64,12.09,55.32,62.86
3281,NORTH HOLLYWOOD,Other Assaults,2017,352,1665.0,220000,25.0,14.08,16.0,66.6,75.68
3282,NORTH HOLLYWOOD,Other Assaults,2018,351,1610.0,220000,25.0,14.04,15.95,64.4,73.18
3283,NORTH HOLLYWOOD,Other Assaults,2019,345,1514.0,220000,25.0,13.8,15.68,60.56,68.82
3284,NORTH HOLLYWOOD,Other Assaults,2020,226,1361.0,220000,25.0,9.04,10.27,54.44,61.86
3285,NORTH HOLLYWOOD,Other Assaults,2021,232,1410.0,220000,25.0,9.28,10.55,56.4,64.09
3286,NORTH HOLLYWOOD,Other Assaults,2022,208,1349.0,220000,25.0,8.32,9.45,53.96,61.32
3287,NORTH HOLLYWOOD,Other Assaults,2023,116,726.0,220000,25.0,4.64,5.27,29.04,33.0
3288,NORTH HOLLYWOOD,Pre-Delinquency,2010,155,0.0,220000,25.0,6.2,7.05,0.0,0.0
3289,NORTH HOLLYWOOD,Pre-Delinquency,2011,130,0.0,220000,25.0,5.2,5.91,0.0,0.0
3290,NORTH HOLLYWOOD,Pre-Delinquency,2012,222,0.0,220000,25.0,8.88,10.09,0.0,0.0
3291,NORTH HOLLYWOOD,Pre-Delinquency,2013,126,0.0,220000,25.0,5.04,5.73,0.0,0.0
3292,NORTH HOLLYWOOD,Pre-Delinquency,2014,70,0.0,220000,25.0,2.8,3.18,0.0,0.0
3293,NORTH HOLLYWOOD,Pre-Delinquency,2015,100,0.0,220000,25.0,4.0,4.55,0.0,0.0
3294,NORTH HOLLYWOOD,Pre-Delinquency,2016,24,0.0,220000,25.0,0.96,1.09,0.0,0.0
3295,NORTH HOLLYWOOD,Pre-Delinquency,2017,2,0.0,220000,25.0,0.08,0.09,0.0,0.0
3296,NORTH HOLLYWOOD,Pre-Delinquency,2018,2,0.0,220000,25.0,0.08,0.09,0.0,0.0
3297,NORTH HOLLYWOOD,Pre-Delinquency,2020,1,0.0,220000,25.0,0.04,0.05,0.0,0.0
3298,NORTH HOLLYWOOD,Prostitution/Allied,2010,82,3.0,220000,25.0,3.28,3.73,0.12,0.14
3299,NORTH HOLLYWOOD,Prostitution/Allied,2011,181,11.0,220000,25.0,7.24,8.23,0.44,0.5
3300,NORTH HOLLYWOOD,Prostitution/Allied,2012,190,12.0,220000,25.0,7.6,8.64,0.48,0.55
3301,NORTH HOLLYWOOD,Prostitution/Allied,2013,123,4.0,220000,25.0,4.92,5.59,0.16,0.18
3302,NORTH HOLLYWOOD,Prostitution/Allied,2014,90,9.0,220000,25.0,3.6,4.09,0.36,0.41
3303,NORTH HOLLYWOOD,Prostitution/Allied,2015,82,2.0,220000,25.0,3.28,3.73,0.08,0.09
3304,NORTH HOLLYWOOD,Prostitution/Allied,2016,115,2.0,220000,25.0,4.6,5.23,0.08,0.09
3305,NORTH HOLLYWOOD,Prostitution/Allied,2017,93,1.0,220000,25.0,3.72,4.23,0.04,0.05
3306,NORTH HOLLYWOOD,Prostitution/Allied,2018,45,1.0,220000,25.0,1.8,2.05,0.04,0.05
3307,NORTH HOLLYWOOD,Prostitution/Allied,2019,31,4.0,220000,25.0,1.24,1.41,0.16,0.18
3308,NORTH HOLLYWOOD,Prostitution/Allied,2020,11,1.0,220000,25.0,0.44,0.5,0.04,0.05
3309,NORTH HOLLYWOOD,Prostitution/Allied,2021,11,2.0,220000,25.0,0.44,0.5,0.08,0.09
3310,NORTH HOLLYWOOD,Prostitution/Allied,2022,14,2.0,220000,25.0,0.56,0.64,0.08,0.09
3311,NORTH HOLLYWOOD,Prostitution/Allied,2023,4,0.0,220000,25.0,0.16,0.18,0.0,0.0
3312,NORTH HOLLYWOOD,Rape,2010,20,48.0,220000,25.0,0.8,0.91,1.92,2.18
3313,NORTH HOLLYWOOD,Rape,2011,16,49.0,220000,25.0,0.64,0.73,1.96,2.23
3314,NORTH HOLLYWOOD,Rape,2012,22,45.0,220000,25.0,0.88,1.0,1.8,2.05
3315,NORTH HOLLYWOOD,Rape,2013,18,47.0,220000,25.0,0.72,0.82,1.88,2.14
3316,NORTH HOLLYWOOD,Rape,2014,8,44.0,220000,25.0,0.32,0.36,1.76,2.0
